0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000001448,1.795948846
1.000000000,0.000000000,0.000000000,1.063806523,0.135992120,0.000434497,49.282030171
2.000000000,0.504255181,0.000000000,0.347467651,0.139997258,0.000437683,51.356560542
3.000000000,0.000000000,0.000000000,0.718279812,0.146673365,0.000487304,51.057939985
4.000000000,0.000000000,0.000000000,1.065612463,0.156778869,0.000492785,52.287087888
5.000000000,0.000000000,0.000186389,1.211690296,0.167001123,0.000545307,52.308326877
6.000000000,0.000000000,0.000055213,0.836861832,0.180362501,0.000555345,53.329061034
7.000000000,0.000000000,0.000000000,0.804221122,0.197874188,0.000608821,52.108626234
8.000000000,0.000000000,0.000144053,0.790370530,0.210687953,0.000666544,54.790068554
9.000000000,0.723044334,0.000186888,0.522563217,0.229963907,0.000732150,55.483322819
10.000000000,0.199473440,0.000141847,1.119753668,0.230587735,0.000754577,58.191020951
11.000000000,0.254155292,0.000176157,0.320612793,0.235847894,0.000836962,56.519623222
12.000000000,0.000000000,0.000000000,0.885090900,0.237914715,0.000905514,61.749167516
13.000000000,0.468464082,0.000017911,0.972070117,0.243010019,0.000983687,64.582155984
14.000000000,0.236348217,0.000163292,1.150564558,0.241977791,0.001022574,62.336930339
15.000000000,0.000000000,0.000000000,0.056258922,0.247351818,0.001118667,63.127396411
16.000000000,0.568403227,0.000179805,0.592605636,0.249499182,0.001170824,62.643663550
17.000000000,0.095683893,0.000061983,0.465856142,0.249759985,0.001247105,60.966253944
18.000000000,0.138906266,0.000273644,0.666222202,0.248459670,0.001343368,64.965828458
19.000000000,1.003101886,0.000000000,0.994214618,0.244672934,0.001437798,63.835715114
20.000000000,0.187873665,0.000000000,0.997063274,0.241461798,0.001500044,64.129383618
21.000000000,1.063574644,0.000285449,1.062401979,0.236687776,0.001533506,63.026308164
22.000000000,0.418366335,0.000000000,0.824056121,0.230941683,0.001620941,64.095750147
23.000000000,0.039795611,0.000249077,0.817665184,0.227400473,0.001729861,64.487054797
24.000000000,0.903848386,0.000052845,1.134073217,0.218057676,0.001795785,67.071631591
25.000000000,0.893941100,0.000000000,0.610977269,0.208351745,0.001828954,68.984119377
26.000000000,1.110620448,0.000000000,0.488694952,0.203372854,0.001901752,70.622128850
27.000000000,1.176592869,0.000000000,0.568457527,0.196268055,0.001948429,68.668644845
28.000000000,0.615757317,0.000118973,0.719164332,0.187465681,0.002003453,70.585340868
